Protein IDs,Majority_protein_IDs,Protein names,Gene names,Fasta headers,APC1-1,APC1-2,APC1-3,BRE2-1,BRE2-2,BRE2-3,BY4741-1,BY4741-2,BY4741-3,CCR4-1,CCR4-2,CCR4-3,NOT3-1,NOT3-2,NOT3-3,ORM1-1,ORM1-2,ORM1-3,ORM2-1,ORM2-2,ORM2-3
Q08967,Q08967,Flavin carrier protein 1,FLC1,>sp|Q08967|FLC1_YEAST Flavin carrier protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FLC1 PE=1 SV=1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Q08971,Q08971,Protein PBDC1 homolog,YPL225W,>sp|Q08971|YP225_YEAST Protein PBDC1 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL225W PE=1 SV=1,1,0,2,0,2,0,2,1,1,1,1,0,0,2,0,0,1,1,0,0,1
Q08972,Q08972,[NU+] prion formation protein 1,NEW1,>sp|Q08972|NEW1_YEAST [NU+] prion formation protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NEW1 PE=1 SV=1,69,42,69,53,49,58,54,51,49,56,55,57,46,48,37,37,24,44,35,29,34
Q08974,Q08974,Uncharacterized membrane protein YPL257W,YPL257W,>sp|Q08974|YP257_YEAST Uncharacterized membrane protein YPL257W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL257W PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q08979,Q08979,Kelch repeat-containing protein 3,KEL3,>sp|Q08979|KEL3_YEAST Kelch repeat-containing protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KEL3 PE=1 SV=1,14,8,13,8,8,10,8,6,10,6,6,7,7,5,5,5,3,4,6,6,5
Q08986,Q08986,S-adenosylmethionine permease SAM3,SAM3,>sp|Q08986|SAM3_YEAST S-adenosylmethionine permease SAM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAM3 PE=1 SV=1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q12000,Q12000,Translation machinery-associated protein 46,TMA46,>sp|Q12000|TMA46_YEAST Translation machinery-associated protein 46 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA46 PE=1 SV=2,2,0,3,1,4,4,5,2,4,0,1,1,1,0,1,3,2,2,3,3,4
Q12004,Q12004,RNA polymerase II transcription factor B subunit 4,TFB4,>sp|Q12004|TFB4_YEAST RNA polymerase II transcription factor B subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TFB4 PE=1 SV=1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q12009,Q12009,tRNA (guanine-N(7)-)-methyltransferase,TRM8,>sp|Q12009|TRMB_YEAST tRNA (guanine-N(7)-)-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRM8 PE=1 SV=1,2,2,2,3,7,5,4,3,4,2,3,4,1,3,2,4,2,5,1,2,4
Q12010,Q12010,Uncharacterized membrane protein YOL092W,,>sp|Q12010|YO092_YEAST Uncharacterized membrane protein YOL092W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL092W PE=1 SV=1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Q12018,Q12018,Cell division control protein 53,CDC53,>sp|Q12018|CDC53_YEAST Cell division control protein 53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC53 PE=1 SV=1,1,0,1,1,1,3,3,3,2,1,2,2,2,2,0,2,1,2,1,1,1
Q12019,Q12019,Midasin,MDN1,>sp|Q12019|MDN1_YEAST Midasin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDN1 PE=1 SV=1,6,3,5,12,9,9,10,9,8,5,10,5,5,6,1,5,4,4,3,2,6
Q12020,Q12020,Protein SRL2,SRL2,>sp|Q12020|SRL2_YEAST Protein SRL2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRL2 PE=1 SV=1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
Q12024,Q12024,Ribosome biogenesis protein YTM1,YTM1,>sp|Q12024|YTM1_YEAST Ribosome biogenesis protein YTM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YTM1 PE=1 SV=1,9,11,9,9,11,11,8,9,9,8,10,4,7,13,12,7,3,4,6,6,9
Q12028,Q12028,AP-1 complex subunit gamma-1,APL4,>sp|Q12028|AP1G1_YEAST AP-1 complex subunit gamma-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APL4 PE=1 SV=1,2,0,1,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Q12029,Q12029,Probable mitochondrial transport protein FSF1,FSF1,>sp|Q12029|FSF1_YEAST Probable mitochondrial transport protein FSF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FSF1 PE=1 SV=1,3,0,2,2,2,2,2,2,2,1,2,3,2,2,2,1,1,1,1,0,1
Q12033,Q12033,pH-response regulator protein palA/RIM20,RIM20,>sp|Q12033|PALA_YEAST pH-response regulator protein palA/RIM20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM20 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12034,Q12034,Protein SLF1,SLF1,>sp|Q12034|SLF1_YEAST Protein SLF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLF1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12035,Q12035,rRNA-processing protein FCF2,FCF2,>sp|Q12035|FCF2_YEAST rRNA-processing protein FCF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FCF2 PE=1 SV=1,0,0,2,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0
Q12038,Q12038,Lethal(2) giant larvae protein homolog SRO7,SRO7,>sp|Q12038|SRO7_YEAST Lethal(2) giant larvae protein homolog SRO7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRO7 PE=1 SV=1,3,4,4,5,6,4,3,2,4,3,3,3,3,1,3,1,1,1,2,3,2
Q12040,Q12040,Broad-specificity phosphatase YOR283W,YOR283W,>sp|Q12040|YO283_YEAST Broad-specificity phosphatase YOR283W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR283W PE=1 SV=1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q12049,Q12049,Protein THP3,THP3,>sp|Q12049|THP3_YEAST Protein THP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THP3 PE=1 SV=1,0,0,1,0,1,2,1,1,2,0,0,0,0,0,0,1,0,2,2,2,1
Q12052,Q12052,Trimethylguanosine synthase,TGS1,>sp|Q12052|TGS1_YEAST Trimethylguanosine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TGS1 PE=1 SV=1,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,1,1,1,0,1,2
Q12055,Q12055,Adenylate kinase isoenzyme 6 homolog FAP7,FAP7,>sp|Q12055|KAD6_YEAST Putative adenylate kinase FAP7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAP7 PE=1 SV=1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q12060,Q12060,Transcriptional coactivator HFI1/ADA1,HFI1,>sp|Q12060|HFI1_YEAST Transcriptional coactivator HFI1/ADA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HFI1 PE=1 SV=1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12066,Q12066,Nuclear rim protein 1,NUR1,>sp|Q12066|NUR1_YEAST Nuclear rim protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUR1 PE=1 SV=1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Q12071,Q12071,Vacuolar protein sorting-associated protein 54,VPS54,>sp|Q12071|VPS54_YEAST Vacuolar protein sorting-associated protein 54 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS54 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12072,Q12072,ISWI one complex protein 2,IOC2,>sp|Q12072|IOC2_YEAST ISWI one complex protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IOC2 PE=1 SV=1,0,1,0,3,2,1,0,1,3,1,1,0,0,2,0,1,0,1,2,1,2
Q12074,Q12074,Spermidine synthase,SPE3,>sp|Q12074|SPEE_YEAST Spermidine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPE3 PE=1 SV=1,0,0,0,2,2,1,1,0,1,1,2,1,1,0,3,0,0,0,1,0,1
Q12080,Q12080,Ribosome biogenesis protein NOP53,NOP53,>sp|Q12080|NOP53_YEAST Ribosome biogenesis protein NOP53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP53 PE=1 SV=1,1,0,1,6,4,4,2,3,2,1,0,0,2,0,0,2,1,2,4,3,2
Q12084,Q12084,Putative uridine kinase DAS2,DAS2,>sp|Q12084|DAS2_YEAST Putative uridine kinase DAS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAS2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12094,Q12094,Ribosome biogenesis protein TSR3,TSR3,>sp|Q12094|TSR3_YEAST Ribosome biogenesis protein TSR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TSR3 PE=1 SV=1,1,2,1,2,2,0,0,1,1,2,1,0,1,0,1,0,0,1,1,2,1
Q12096,Q12096,Glucose N-acetyltransferase 1,GNT1,>sp|Q12096|GNT1_YEAST Glucose N-acetyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GNT1 PE=1 SV=1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Q12099,Q12099,ATP-dependent RNA helicase FAL1,FAL1,>sp|Q12099|FAL1_YEAST ATP-dependent RNA helicase FAL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAL1 PE=1 SV=1,1,0,1,1,1,2,1,0,1,0,0,1,1,2,1,1,0,0,0,2,1
Q12100,Q12100,Probable serine/threonine-protein kinase RTK1,RTK1,>sp|Q12100|RTK1_YEAST Probable serine/threonine-protein kinase RTK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTK1 PE=1 SV=1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
Q12102,Q12102,Cleavage factor two protein 2,CFT2,>sp|Q12102|CFT2_YEAST Cleavage factor two protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CFT2 PE=1 SV=1,1,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Q12107,Q12107,Anaphase-promoting complex subunit 9,APC9,>sp|Q12107|APC9_YEAST Anaphase-promoting complex subunit 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APC9 PE=1 SV=1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12109,Q12109,"Tryptophan--tRNA ligase, cytoplasmic",WRS1,">sp|Q12109|SYWC_YEAST Tryptophan--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WRS1 PE=1 SV=1",3,3,3,4,2,2,3,3,2,2,0,0,2,2,1,0,0,0,1,0,1
Q12114,Q12114,Chitin biosynthesis protein CHS5,CHS5,>sp|Q12114|CHS5_YEAST Chitin biosynthesis protein CHS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHS5 PE=1 SV=1,7,6,9,7,4,6,3,3,4,5,5,5,6,4,4,3,2,5,7,5,7
Q12117,Q12117,Protein MRH1,MRH1,>sp|Q12117|MRH1_YEAST Protein MRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRH1 PE=1 SV=1,5,2,7,13,10,15,10,14,14,3,3,3,5,4,4,9,6,9,5,5,7
Q12122,Q12122,"Homocitrate synthase, mitochondrial",LYS21,">sp|Q12122|HOSM_YEAST Homocitrate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LYS21 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12125,Q12125,Golgi to ER traffic protein 4,GET4,>sp|Q12125|GET4_YEAST Golgi to ER traffic protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET4 PE=1 SV=1,2,5,3,1,1,1,1,2,1,3,4,2,1,2,0,1,1,2,0,1,1
Q12134,Q12134,Protein HUA2,HUA2,>sp|Q12134|HUA2_YEAST Protein HUA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HUA2 PE=1 SV=1,1,0,1,1,1,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0
Q12136,Q12136,Something about silencing protein 10,SAS10,>sp|Q12136|SAS10_YEAST Something about silencing protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAS10 PE=1 SV=1,8,4,6,5,9,4,6,5,3,8,7,7,8,5,6,4,2,3,3,6,4
Q12144,Q12144,Pore and endoplasmic reticulum protein of 33 kDa,PER33,>sp|Q12144|PER33_YEAST Pore and endoplasmic reticulum protein of 33 kDa OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PER33 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12149,Q12149,Exosome complex exonuclease RRP6,RRP6,>sp|Q12149|RRP6_YEAST Exosome complex exonuclease RRP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP6 PE=1 SV=1,3,4,6,8,5,9,4,4,6,5,4,5,2,6,3,5,2,5,5,3,4
Q12152,Q12152,Putative serine/threonine-protein kinase YPL150W,YPL150W,>sp|Q12152|YP150_YEAST Putative serine/threonine-protein kinase YPL150W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL150W PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12153,Q12153,Ribosome biogenesis protein SSF2,SSF2,>sp|Q12153|SSF2_YEAST Ribosome biogenesis protein SSF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSF2 PE=1 SV=1,2,1,2,4,1,1,1,1,2,1,1,1,1,1,1,2,0,1,3,1,2
Q12154,Q12154,ATPase GET3,GET3,>sp|Q12154|GET3_YEAST ATPase GET3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET3 PE=1 SV=1,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,1,0,2,1
Q12158,Q12158,Sister chromatid cohesion protein 1,MCD1,>sp|Q12158|SCC1_YEAST Sister chromatid cohesion protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCD1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12159,Q12159,RNA annealing protein YRA1,YRA1,>sp|Q12159|YRA1_YEAST RNA annealing protein YRA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRA1 PE=1 SV=2,11,8,10,12,12,12,11,10,11,10,8,10,9,9,8,11,8,9,13,13,12
Q12160,Q12160,Uncharacterized protein YPR063C,YPR063C,>sp|Q12160|YP063_YEAST Uncharacterized protein YPR063C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR063C PE=1 SV=1,1,0,1,1,2,1,2,2,1,1,1,1,2,0,1,0,0,2,1,0,2
Q12164,Q12164,Pore membrane protein of 33 kDa,POM33,>sp|Q12164|POM33_YEAST Pore membrane protein of 33 kDa OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POM33 PE=1 SV=1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Q12166,Q12166,"2-isopropylmalate synthase 2, mitochondrial",LEU9,">sp|Q12166|LEU9_YEAST 2-isopropylmalate synthase 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEU9 PE=1 SV=1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12171,Q12171,Mitochondrial distribution and morphology protein 32,MDM32,>sp|Q12171|MDM32_YEAST Mitochondrial distribution and morphology protein 32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDM32 PE=1 SV=2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Q12176,Q12176,Ribosome biogenesis protein MAK21,MAK21,>sp|Q12176|MAK21_YEAST Ribosome biogenesis protein MAK21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAK21 PE=1 SV=1,15,6,16,16,14,15,11,12,15,15,11,10,13,12,10,15,7,14,13,12,16
Q12179,Q12179,Uncharacterized protein YPL245W,YPL245W,>sp|Q12179|YP245_YEAST Uncharacterized protein YPL245W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL245W PE=1 SV=1,3,2,2,4,4,3,3,6,5,4,3,1,5,4,6,1,1,2,2,1,0
Q12186,Q12186,Branchpoint-bridging protein,MSL5,>sp|Q12186|BBP_YEAST Branchpoint-bridging protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSL5 PE=1 SV=1,0,0,0,1,1,3,3,3,1,0,0,0,0,0,0,0,0,2,0,1,1
Q12196,Q12196,Serine/threonine-protein kinase RIO1,RIO1,>sp|Q12196|RIO1_YEAST Serine/threonine-protein kinase RIO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIO1 PE=1 SV=1,2,1,2,4,5,1,4,2,5,4,2,1,2,2,4,0,0,1,0,1,1
Q12207,Q12207,Non-classical export protein 2,NCE102,>sp|Q12207|NCE2_YEAST Non-classical export protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NCE102 PE=1 SV=1,1,1,1,0,1,1,2,2,1,0,0,1,0,0,0,1,1,1,1,1,1
Q12211,Q12211,tRNA pseudouridine synthase 1,PUS1,>sp|Q12211|PUS1_YEAST tRNA pseudouridine synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUS1 PE=1 SV=1,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12213,Q12213,60S ribosomal protein L7-B,RPL7B,>sp|Q12213|RL7B_YEAST 60S ribosomal protein L7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL7B PE=1 SV=3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12220,Q12220,U3 small nucleolar RNA-associated protein 12,DIP2,>sp|Q12220|UTP12_YEAST U3 small nucleolar RNA-associated protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DIP2 PE=1 SV=1,2,3,3,2,2,3,1,1,4,1,1,2,1,2,1,1,1,2,1,2,0
Q12221,Q12221,mRNA-binding protein PUF2,PUF2,>sp|Q12221|PUF2_YEAST mRNA-binding protein PUF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUF2 PE=1 SV=1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12230,Q12230,Sphingolipid long chain base-responsive protein LSP1,LSP1,>sp|Q12230|LSP1_YEAST Sphingolipid long chain base-responsive protein LSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSP1 PE=1 SV=1,5,3,4,3,3,4,10,8,5,5,3,7,4,4,0,7,3,7,10,4,7
Q12234,Q12234,GRIP domain-containing protein RUD3,RUD3,>sp|Q12234|RUD3_YEAST GRIP domain-containing protein RUD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RUD3 PE=1 SV=1,1,0,1,1,2,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,1
Q12236,Q12236,Serine/threonine-protein kinase PKH2,PKH2,>sp|Q12236|PKH2_YEAST Serine/threonine-protein kinase PKH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PKH2 PE=1 SV=1,1,1,1,3,3,3,1,0,1,2,0,1,1,1,1,1,0,0,0,0,0
Q12247,Q12247,rRNA-processing protein FYV7,FYV7,>sp|Q12247|FYV7_YEAST rRNA-processing protein FYV7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FYV7 PE=1 SV=1,0,0,0,4,3,2,1,1,3,1,0,1,2,1,0,2,0,1,2,2,1
Q12250,Q12250,26S proteasome regulatory subunit RPN5,RPN5,>sp|Q12250|RPN5_YEAST 26S proteasome regulatory subunit RPN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN5 PE=1 SV=3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12257,Q12257,IMPACT family member YDL177C,YDL177C,>sp|Q12257|YD177_YEAST IMPACT family member YDL177C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDL177C PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12263,Q12263,Serine/threonine-protein kinase GIN4,GIN4,>sp|Q12263|GIN4_YEAST Serine/threonine-protein kinase GIN4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GIN4 PE=1 SV=1,5,4,9,8,12,12,9,14,12,14,6,8,9,9,11,4,3,5,6,4,3
Q12265,Q12265,Ribose-phosphate pyrophosphokinase 5,PRS5,>sp|Q12265|KPR5_YEAST Ribose-phosphate pyrophosphokinase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRS5 PE=1 SV=1,1,1,1,5,5,2,4,3,1,1,1,1,1,0,1,3,3,4,2,2,3
Q12267,Q12267,Structural maintenance of chromosomes protein 4,SMC4,>sp|Q12267|SMC4_YEAST Structural maintenance of chromosomes protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SMC4 PE=1 SV=1,0,1,0,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,1,0,1
Q12271,Q12271,"Polyphosphatidylinositol phosphatase INP53;SAC1-like phosphoinositide phosphatase;Phosphatidylinositol 4,5-bisphosphate 5-phosphatase",INP53,>sp|Q12271|INP53_YEAST Polyphosphatidylinositol phosphatase INP53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=INP53 PE=1 SV=1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Q12272,Q12272,tRNA 2-phosphotransferase,TPT1,>sp|Q12272|TPT1_YEAST tRNA 2-phosphotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPT1 PE=1 SV=1,2,0,0,2,2,0,1,0,1,1,1,2,1,3,0,0,1,1,1,0,0
Q12275,Q12275,Uncharacterized protein YOR093C,,>sp|Q12275|YO093_YEAST Uncharacterized protein YOR093C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR093C PE=1 SV=1,0,0,0,5,3,6,1,4,3,0,1,1,1,1,0,6,0,1,3,1,4
Q12276,Q12276,HMG2-induced ER-remodeling protein 1,HER1,>sp|Q12276|HER1_YEAST HMG2-induced ER-remodeling protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HER1 PE=1 SV=1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12277,Q12277,Exosome complex component RRP42,RRP42,>sp|Q12277|RRP42_YEAST Exosome complex component RRP42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP42 PE=1 SV=1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q12280,Q12280,Ras GTPase-activating-like protein IQG1,IQG1,>sp|Q12280|IQG1_YEAST Ras GTPase-activating-like protein IQG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IQG1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12284,Q12284,FAD-linked sulfhydryl oxidase ERV2,ERV2,>sp|Q12284|ERV2_YEAST FAD-linked sulfhydryl oxidase ERV2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERV2 PE=1 SV=1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,2,0,1,1,1,0,0
Q12285,Q12285,Ubiquitin-like protein MDY2,MDY2,>sp|Q12285|MDY2_YEAST Ubiquitin-like protein MDY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDY2 PE=1 SV=1,2,2,3,1,2,3,2,2,2,3,2,3,2,1,4,0,2,1,2,0,1
Q12296,Q12296,Protein MAM3,MAM3,>sp|Q12296|MAM3_YEAST Protein MAM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAM3 PE=1 SV=1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12297,Q12297,Transcription initiation factor TFIID subunit 3,TAF3,>sp|Q12297|TAF3_YEAST Transcription initiation factor TFIID subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAF3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12305,Q12305,"Thiosulfate sulfurtransferase RDL1, mitochondrial",RDL1,">sp|Q12305|RDL1_YEAST Thiosulfate sulfurtransferase RDL1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RDL1 PE=1 SV=1",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q12306,Q12306,Ubiquitin-like protein SMT3,SMT3,>sp|Q12306|SMT3_YEAST Ubiquitin-like protein SMT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SMT3 PE=1 SV=1,1,1,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0
Q12311,Q12311,NuA3 HAT complex component NTO1,NTO1,>sp|Q12311|NTO1_YEAST NuA3 HAT complex component NTO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NTO1 PE=1 SV=1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,1
Q12315,Q12315,Nucleoporin GLE1,GLE1,>sp|Q12315|GLE1_YEAST Nucleoporin GLE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLE1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q12324,Q12324,Calcium channel YVC1,YVC1,>sp|Q12324|YVC1_YEAST Calcium channel YVC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YVC1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
